slug,title,kaggle_url,is_private,language,kernel_type,notebook_file,sha256,code_sha256,native_files,kernel_sources,dataset_sources
new-year-same-old-bbox-98d558,"New Year, Same Old BBOX 98d558",https://www.kaggle.com/code/ngyzly/new-year-same-old-bbox-98d558,true,python,notebook,notebooks/new-year-same-old-bbox-98d558/new-year-same-old-bbox-98d558.ipynb,6526fa431176aa9972bf8d507dce65218130464f6cc9a69b299450f4c7bdddce,1e898f58d9b813c3cf94a8ab92b67fb745afd4d0a52b6faa38f98402e3f68da0,,datafad/a-bit-better;datafad/post-completion-better-scores;smartmanoj/santa-2025-quick-ensemble;abhishekgodara/santa-submission-happy-new-year;sasaleaf/breaking-the-staircase-where-can-we-improve;zhangtengfei02/a-bit-better-the-best-open-source-result-for-date;chistyakov/new-simple-fix-rebuild-large-layout-general;roshaw/new-year-same-old-bbox;yongsukprasertsuk/santa2025-bbox-optimization;hweowe/santa-submission-e3bd01;zhangtengfei02/intergration-of-existing-result-current-best;jazivxt/why-not;chistyakov/new-simple-fix-rebuild-large-layout-from-corners;artemevstafyev/accelerated-sa-on-2-blocks-177-trees;saspav/santa-submission;datafad/new-year-same-old-bbox,
notebook34250c9e63,notebook34250c9e63,https://www.kaggle.com/code/ngyzly/notebook34250c9e63,true,python,notebook,notebooks/notebook34250c9e63/notebook34250c9e63.ipynb,183d4cede620b72e5e33a999603f50f1eb1d60d7a5f86dcf8306ea73534e1bd4,a54cd34afc6b8357d1759295dc478b9edc6afaa655e35132157c63d5599dc36e,,saspav/santa-submission;ngyzly/simulated-annealing-manual-fun-tree-mover-1c7d6c;ngyzly/merging,
notebooka6e1aff677,notebooka6e1aff677,https://www.kaggle.com/code/ngyzly/notebooka6e1aff677,true,python,notebook,notebooks/notebooka6e1aff677/notebooka6e1aff677.ipynb,7ae969e42a43fec1f7ba1ff1ff8b84c031f0daee9f025e46c53f5002919316f7,19349adf9b5f0a921cb584ec451ae5cdb34621f83d4667fcff8617eb55c67eb2,native/notebook_exports/notebooka6e1aff677/single_group_optimizer_v2.cpp,ngyzly/merging,
notebooke71f06b7cd,notebooke71f06b7cd,https://www.kaggle.com/code/ngyzly/notebooke71f06b7cd,true,python,notebook,notebooks/notebooke71f06b7cd/notebooke71f06b7cd.ipynb,d633edf58cfd4e957e7df95e7894dc1d3c51044fe5e80a8b723f3928339733e3,2a0389dd54eb65635447114807060bd57a28a7c127477e375696ae5f6c372b57,,saspav/santa-submission;ngyzly/merging;ngyzly/notebooke71f06b7cd,
packed-version-of-current-best-public-solution,Packed Version of Current Best Public Solution,https://www.kaggle.com/code/ngyzly/packed-version-of-current-best-public-solution,true,python,notebook,notebooks/packed-version-of-current-best-public-solution/packed-version-of-current-best-public-solution.ipynb,429eee4effb0bbf3833450a2c91404608f3da1eeec47aaeb2ef46a986c0950d8,e9bff2d8e057a77af9cb58cb01d1648e1eb20391e834a51afa154b556c07a641,,,chistyakov/santa2025-packed-version-of-current-best-public
santa-2025-getting-started,Santa 2025 - Getting Started,https://www.kaggle.com/code/ngyzly/santa-2025-getting-started,true,python,notebook,notebooks/santa-2025-getting-started/santa-2025-getting-started.ipynb,c3d484f9ed1839502421ac1f028c16d297c652564b279aa37a2f00d87c5a89c3,24fe084fd465378381206c418d492fb848f4787b186f248fa529c6c9c7e08dd9,,,
santa-claude-single-group-optimizer,Santa Claude | Single Group Optimizer,https://www.kaggle.com/code/ngyzly/santa-claude-single-group-optimizer,true,python,notebook,notebooks/santa-claude-single-group-optimizer/santa-claude-single-group-optimizer.ipynb,e8fc96d2b25566f34f6f223bf894fa5aca4fbda662b85ac230bd5f304c887a9a,ebc9c20d21271e0308eeae123093373d708fbd4ce9682b2a9e23993ac14fcaa9,native/notebook_exports/santa-claude-single-group-optimizer/single_group_optimizer.cpp,smartmanoj/santa-2025-quick-ensemble;smartmanoj/sparrow;ngyzly/merging,
santa-s-tree-packing-score,🎄 santa's tree packing | score 🔝🔝,https://www.kaggle.com/code/ngyzly/santa-s-tree-packing-score,true,python,notebook,notebooks/santa-s-tree-packing-score/santa-s-tree-packing-score.ipynb,c3a5ee38f7f5cd6c04069abf44ae927ab877e49ae571eb73c53b6574a7717720,3bac521026d68e0622c9553f41b5ade361fe0c887d66d1a1f76684e72dbc9db7,,abhishekgodara/fork-of-santa-submission-happy-new-year;learnmore1/anneal-for-santa-packing-multi-try-sa-squeeze;samyakrajbayar/simulated-annealing-2;samyakrajbayar/santa-submission-22000;datafad/a-single-group-optimizer-by-manoj;roshaw/new-year-same-old-bbox;aikhmelnytskyy/manual-tree-shifter-and-checker-sa;saspav/santa-submission;ngyzly/merging,
santa-submission,Santa-submission,https://www.kaggle.com/code/ngyzly/santa-submission,true,python,notebook,notebooks/santa-submission/santa-submission.ipynb,debc839ed9db469e8859c46ececdc5850b373dfdd9909a075d0cc7b9609cb478,6ce6fc6aab56af62cbc81ede686ebdb48c60d078b2a9a9b833172b0ce18fab44,,,
santa-submission-22000,Santa-submission 22000,https://www.kaggle.com/code/ngyzly/santa-submission-22000,true,python,notebook,notebooks/santa-submission-22000/santa-submission-22000.ipynb,d049cdef383917b00c0c3b3607295cc5c05829bbd5b364d2ea48fd4fbd393724,657fc678d1f0f1e240d75d0a9ad754af08bc15e5839ed6e5587009c0412705a5,,,;
santa-submission-22000-212419,Santa-submission 22000 212419,https://www.kaggle.com/code/ngyzly/santa-submission-22000-212419,true,python,notebook,notebooks/santa-submission-22000-212419/santa-submission-22000-212419.ipynb,b37a1a7bf1700e5cac0fae5a62d0c80262f66bef9399a608f711d90549886ca1,f7511681e73aea959d9df6f7a127212db545f2390fe62cae5314333ba69ca710,,ngyzly/merging,;
santa-submission-2dbbf9,Santa-submission 2dbbf9,https://www.kaggle.com/code/ngyzly/santa-submission-2dbbf9,true,python,notebook,notebooks/santa-submission-2dbbf9/santa-submission-2dbbf9.ipynb,f2881aa1e85dc770318ad0165cb5760379bddcf8cf4236543cdd8374566cd5e3,e15379de59fcf8c31aafe7aec4075e51ebfba252cd061923a6b8f6038373d006,,ngyzly/new-simple-fix-rebuild-large-layout-from-corners;ngyzly/merging;ngyzly/santa-submission-2dbbf9,ngyzly/lzhang-santa2025
santa-submission-4050,Santa-submission 4050,https://www.kaggle.com/code/ngyzly/santa-submission-4050,true,python,notebook,notebooks/santa-submission-4050/santa-submission-4050.ipynb,6680b21843c2c2060e9911971f56e89b3865e5057fbedebefe42f151ededc15c,86c758fa794761429a26778753692cb06f134e0966e3cbec6360831765c6e624,,ngyzly/merging-d4cb2a-9494c9;hvanphucs112/bbox3-ensemble-update;ngyzly/merging,
santa-submission-4d6d6f,Santa-submission 4d6d6f,https://www.kaggle.com/code/ngyzly/santa-submission-4d6d6f,true,python,notebook,notebooks/santa-submission-4d6d6f/santa-submission-4d6d6f.ipynb,3b9a7646e0f0604457c6b244228c3590e2168c261b5ffabcd8c93494380046d1,91ff6426879595320dfd2a2efd8da8b532dfcbabe9338c217dc57a0fca0b61ea,,ngyzly/merging,
santa-submission-518038,Santa-submission 518038,https://www.kaggle.com/code/ngyzly/santa-submission-518038,true,python,notebook,notebooks/santa-submission-518038/santa-submission-518038.ipynb,61e2928ed42abc2fcd6cedeff8da46430583d17ff6a45f68dcf3b9baae5ce6da,46186494653afd8a91943b9bbd5f542b67034f318e1a6ec0ef16fb562a8b6d79,,ngyzly/merging,
santa-submission-55bdd7,Santa-submission 55bdd7,https://www.kaggle.com/code/ngyzly/santa-submission-55bdd7,true,python,notebook,notebooks/santa-submission-55bdd7/santa-submission-55bdd7.ipynb,1d6865d658fc5b7de0ecc2b70db9b171bc62d0be82ca55799baf1c621dd6f2fb,b50fe7fe06e962a7444c4b22c370f29a04a67eabf3b3308a94b4b4c14e2b9b62,,,
santa-submission-5f1a6c,Santa-submission 5f1a6c,https://www.kaggle.com/code/ngyzly/santa-submission-5f1a6c,true,python,notebook,notebooks/santa-submission-5f1a6c/santa-submission-5f1a6c.ipynb,80fccfa3f22128656a0e44acfeb5ffb80d48944599a56bc292dc4fb3694326cf,b50fe7fe06e962a7444c4b22c370f29a04a67eabf3b3308a94b4b4c14e2b9b62,,,
santa-submission-a46443,Santa-submission a46443,https://www.kaggle.com/code/ngyzly/santa-submission-a46443,true,python,notebook,notebooks/santa-submission-a46443/santa-submission-a46443.ipynb,79dd6ef2b3e773c622279b822784f49bf1aa7f732a10c8bf6d6b5c2974f03e70,10fbd61db12db2acde8c82142deeec657fee2efa049805d578da5e4bfc7194f8,,,
santa-submission-a52c53,Santa-submission a52c53,https://www.kaggle.com/code/ngyzly/santa-submission-a52c53,true,python,notebook,notebooks/santa-submission-a52c53/santa-submission-a52c53.ipynb,6aafc8d334384c480fe927c85c2478bda5cf529162f6400be70790e105945a1a,657fc678d1f0f1e240d75d0a9ad754af08bc15e5839ed6e5587009c0412705a5,,,
santa-submission-b15df9,Santa-submission b15df9,https://www.kaggle.com/code/ngyzly/santa-submission-b15df9,true,python,notebook,notebooks/santa-submission-b15df9/santa-submission-b15df9.ipynb,27edd763265bdad7f209d9e20c4f0999b8a6d8d7c87cab2eb77aa1b6cc2be1b4,425ba54c73c51413b4221022770fbb68cb7f412ba6dceec9ce640f8907bcb261,,,
santa-submission-d2827c,Santa-submission d2827c,https://www.kaggle.com/code/ngyzly/santa-submission-d2827c,true,python,notebook,notebooks/santa-submission-d2827c/santa-submission-d2827c.ipynb,a4099b4adbaf49f061d2dddb07659f3fe084ccb9ccf5ade9ca1f81d167647bea,fa6edfbc0be2a054db8c061eb5b87b1257db22d41317c97f8a4a9281a9c278e0,,,
santa-submission-e3bd01,Santa-submission e3bd01,https://www.kaggle.com/code/ngyzly/santa-submission-e3bd01,true,python,notebook,notebooks/santa-submission-e3bd01/santa-submission-e3bd01.ipynb,9b4df588188a7bee02194c9ea89c573d83fd799593f513958fab129a460bafba,9029a7c0319a84f249f4f7af357309028e41381e9d059f0c65545598e162b21f,,,;
santa-submission-faa41d,Santa-submission faa41d,https://www.kaggle.com/code/ngyzly/santa-submission-faa41d,true,python,notebook,notebooks/santa-submission-faa41d/santa-submission-faa41d.ipynb,7e20c4c35fe47b14f3e96c66e2b99db2ddc3222ed61e0cabfda3d2044ae0047e,b50fe7fe06e962a7444c4b22c370f29a04a67eabf3b3308a94b4b4c14e2b9b62,,,
santa-submission-faa41d-7ee894,Santa-submission faa41d 7ee894,https://www.kaggle.com/code/ngyzly/santa-submission-faa41d-7ee894,true,python,notebook,notebooks/santa-submission-faa41d-7ee894/santa-submission-faa41d-7ee894.ipynb,7e20c4c35fe47b14f3e96c66e2b99db2ddc3222ed61e0cabfda3d2044ae0047e,b50fe7fe06e962a7444c4b22c370f29a04a67eabf3b3308a94b4b4c14e2b9b62,,,
santa-subs-agg-score-track-visual-diagnostics,Santa: Subs Agg + Score Track + Visual Diagnostics,https://www.kaggle.com/code/ngyzly/santa-subs-agg-score-track-visual-diagnostics,true,python,notebook,notebooks/santa-subs-agg-score-track-visual-diagnostics/santa-subs-agg-score-track-visual-diagnostics.ipynb,2a3c95fb9bf62909caa4836765b3f8417f5c3a29d6ccb6cd96381e6313a28823,3c9f512da4cfc1cf68a9a10e5b28535020b8d7dbc05c2f3431cfd1e7e9492a70,,;opencv411/santa-final-sub;smartmanoj/santa-claude;datafad/dumb-approach;jazivxt/why-not;aikhmelnytskyy/manual-tree-shifter-and-checker-sa,
santa-tree-high-score-v1,Santa Tree High Score v1,https://www.kaggle.com/code/ngyzly/santa-tree-high-score-v1,true,python,notebook,notebooks/santa-tree-high-score-v1/santa-tree-high-score-v1.ipynb,3edc01cee4461e4da65d42dedb28b6ddf4c0c97270605b2fea7bf9a76e309269,5d843d5c087756be5837f02d722404a2e9aed452fca452d0d1c9c97f5643ba59,,hossam82/guess-score;nikitakuznetsof/just-luck;hossam82/eazy-optimizer;jazivxt/eazy-optimizer;hvanphucs112/bbox3-ensemble-update;deleted/107291618;jazivxt/why-not;hossam82/santa-submission-bbox3;saspav/santa-submission;hossam82/santa-tree-high-score-v1,
santa-tree-high-score-v1-d3553b,Santa Tree High Score v1 d3553b,https://www.kaggle.com/code/ngyzly/santa-tree-high-score-v1-d3553b,true,python,notebook,notebooks/santa-tree-high-score-v1-d3553b/santa-tree-high-score-v1-d3553b.ipynb,8cd74924d7d367590b58cf2250dcb24f16fd2d5f3799c32b8235aa0bcd0ce31b,8cc7dce7aab8a0888f860475c5b40ad10c31d93c96607e23a1b24105280e538d,,hossam82/guess-score;nikitakuznetsof/just-luck;hossam82/eazy-optimizer;jazivxt/eazy-optimizer;hvanphucs112/bbox3-ensemble-update;deleted/107291618;jazivxt/why-not;hossam82/santa-submission-bbox3;saspav/santa-submission;hossam82/santa-tree-high-score-v1;ngyzly/merging,
santa2025-solutions-guided-refinement,Santa2025 - Solutions Guided Refinement,https://www.kaggle.com/code/ngyzly/santa2025-solutions-guided-refinement,true,python,notebook,notebooks/santa2025-solutions-guided-refinement/santa2025-solutions-guided-refinement.ipynb,c9fe896cfb5e038eb1e1a1449cc54e79e2dd5c4913e15e4c94aa334a71cb2280,297707c90926560b69dc2b76642d4144e48065ecfcccac7730e1961061db5e46,,metric/santa-2025-metric;saspav/santa-submission,sacuscreed/sparrowasm-example
shake-shake-shake,"Shake, Shake, Shake",https://www.kaggle.com/code/ngyzly/shake-shake-shake,true,python,notebook,notebooks/shake-shake-shake/shake-shake-shake.ipynb,607e3cb08fef4e9e1c90f58f59737f9223d261098af2ca8eaca96109ffcf2615,720505e2b6e9b09c19d3859a9dc01914dd77995c8b80fd2bdf365a59fc9a8902,,chistyakov/new-simple-fix-rebuild-large-layout-general,
shake-shake-shake-bf2681,"Shake, Shake, Shake bf2681",https://www.kaggle.com/code/ngyzly/shake-shake-shake-bf2681,true,python,notebook,notebooks/shake-shake-shake-bf2681/shake-shake-shake-bf2681.ipynb,78f37fb6a9e0b0e6df87aef77376831a9321974a4ad1ca07474438ac86886524,ef420e0537a115658bfd616843bc01f9f468ce9fc1758918f585c88bd90200ab,,artemevstafyev/tree-layout-from-image;roshaw/the-boxes-shrunk-more;chistyakov/new-simple-fix-rebuild-large-layout-general;abhishekgodara/fork-of-santa-tree-challenge;saspav/santa-submission;ngyzly/shake-shake-shake-bf2681;ngyzly/merging;hossam82/santa-inside-box;ngyzly/merging-3bcb03-5c3eb3;yukimakino/merging-3bcb03,ngyzly/shake-public
simulated-annealing-manual-fun-tree-mover,SIMULATED ANNEALING + Manual Fun Tree Mover ,https://www.kaggle.com/code/ngyzly/simulated-annealing-manual-fun-tree-mover,true,python,notebook,notebooks/simulated-annealing-manual-fun-tree-mover/simulated-annealing-manual-fun-tree-mover.ipynb,ab52fff3f7eae56fda8d2eb668d2c68c6f921eb774e3cbd949aa00ea190a19b7,f2a63b98b95a3490e7104605c7fd474223c4a33a923d6d240d0e556d7c1860ec,,datafad/a-bit-better;daniilkrizhanovskyi/new-year-same-old-bbox;datafad/new-year-same-old-bbox;chistyakov/new-simple-fix-rebuild-large-layout-general;yongsukprasertsuk/santa2025-bbox-optimization;chistyakov/new-simple-fix-rebuild-large-layout-from-corners;saspav/santa-submission;datafad/a-single-group-optimizer-by-manoj,
simulated-annealing-manual-fun-tree-mover-1c7d6c,SIMULATED ANNEALING + Manual Fun Tree Mover 1c7d6c,https://www.kaggle.com/code/ngyzly/simulated-annealing-manual-fun-tree-mover-1c7d6c,true,python,notebook,notebooks/simulated-annealing-manual-fun-tree-mover-1c7d6c/simulated-annealing-manual-fun-tree-mover-1c7d6c.ipynb,fa16dac441207749712a61edbfb6fdfa5e352f912fc518599ddcf00ec9ddcf31,b8c03a3184ea900de19bf7ee1e14caff7063d56ffa05c55b6ad6a75c96d0c938,,datafad/a-bit-better;daniilkrizhanovskyi/new-year-same-old-bbox;chistyakov/new-simple-fix-rebuild-large-layout-general;yongsukprasertsuk/santa2025-bbox-optimization;jazivxt/why-not;chistyakov/new-simple-fix-rebuild-large-layout-from-corners;datafad/new-year-same-old-bbox;datafad/a-single-group-optimizer-by-manoj;saspav/santa-submission,
simulated-annealing-manual-fun-tree-mover-912c77,SIMULATED ANNEALING + Manual Fun Tree Mover 912c77,https://www.kaggle.com/code/ngyzly/simulated-annealing-manual-fun-tree-mover-912c77,true,python,notebook,notebooks/simulated-annealing-manual-fun-tree-mover-912c77/simulated-annealing-manual-fun-tree-mover-912c77.ipynb,dc72ba9f210b3066e5049c6a0c663b5edf19f4a2fd960d133281f18d3fc1f5c4,218bec3c9c0a8c48b2250a052c6f327fb9b5abef7fb94599e2f1f88f133c1cbd,,datafad/a-bit-better;daniilkrizhanovskyi/new-year-same-old-bbox;chistyakov/new-simple-fix-rebuild-large-layout-general;yongsukprasertsuk/santa2025-bbox-optimization;jazivxt/why-not;datafad/new-year-same-old-bbox;datafad/a-single-group-optimizer-by-manoj;saspav/santa-submission;chistyakov/new-simple-fix-rebuild-large-layout-from-corners;ngyzly/merging,
simulated-annealing-manual-fun-tree-mover-97889c,SIMULATED ANNEALING + Manual Fun Tree Mover 97889c,https://www.kaggle.com/code/ngyzly/simulated-annealing-manual-fun-tree-mover-97889c,true,python,notebook,notebooks/simulated-annealing-manual-fun-tree-mover-97889c/simulated-annealing-manual-fun-tree-mover-97889c.ipynb,3e327861666db281237ef7a98b61084ec6860f8413cb85cfb43a7fe6808d5961,851f88aecb6deba958258eace280fed9a6fc345badecb7554f684f48ea8231c9,,datafad/a-bit-better;daniilkrizhanovskyi/new-year-same-old-bbox;chistyakov/new-simple-fix-rebuild-large-layout-general;yongsukprasertsuk/santa2025-bbox-optimization;jazivxt/why-not;chistyakov/new-simple-fix-rebuild-large-layout-from-corners;datafad/a-single-group-optimizer-by-manoj;saspav/santa-submission;datafad/new-year-same-old-bbox,
single-group-optimizer-by-manoj,Single Group Optimizer by Manoj,https://www.kaggle.com/code/ngyzly/single-group-optimizer-by-manoj,true,python,notebook,notebooks/single-group-optimizer-by-manoj/single-group-optimizer-by-manoj.ipynb,826b4626e5427e5f14121967979921e5b04e18b71205cb213b7a689446123313,c64d1d245349bcb0eacd5342d96d3da7d7ed943f1ea0e5fbb5b8f36cbde0b56b,native/notebook_exports/single-group-optimizer-by-manoj/single_group_optimizer.cpp,smartmanoj/santa-2025-quick-ensemble;chistyakov/new-simple-fix-rebuild-large-layout-general;chistyakov/sa-on-metamodel-from-2-blocks-132-trees;;roshaw/new-year-same-old-bbox;yongsukprasertsuk/santa2025-bbox-optimization;zhangtengfei02/a-super-simple-improvement-strategy;zhangtengfei02/intergration-of-existing-result-current-best;jazivxt/why-not;chistyakov/new-simple-fix-rebuild-large-layout-from-corners;saspav/santa-submission;datafad/new-year-same-old-bbox;aikhmelnytskyy/manual-tree-shifter-and-checker-sa,
sparrow,Sparrow 🐦,https://www.kaggle.com/code/ngyzly/sparrow,true,python,notebook,notebooks/sparrow/sparrow.ipynb,db1d0a0e78103375a5eafbe690f4bc2d9d4dee21a0111d782f338858b90ce79e,2fb94a748b3b52f2b6bf0f74214cce917c57f7f0076687b053a9f61a123896f0,,saspav/santa-submission;ngyzly/merging,
sparrow-29,Sparrow 🐦 29,https://www.kaggle.com/code/ngyzly/sparrow-29,true,python,notebook,notebooks/sparrow-29/sparrow-29.ipynb,efdb6ad12fe86f43e77c75bfeb5f9198b86070247dbbefeb8066c6cafbbd718b,d8358d582b127fffc3fbff0ffeb59b9371b6058635280c33b23110a1a117f4b2,,ngyzly/merging,
sparrow-971931,Sparrow 971931,https://www.kaggle.com/code/ngyzly/sparrow-971931,true,python,notebook,notebooks/sparrow-971931/sparrow-971931.ipynb,4b1984b1d70ed8c91576bcd35e1f53267d9937f3affe657f7b77b7e4d8780efd,fddd36f4ee26e8af5fa3f06c3bdab1737df9bce8845fc746e8bb8885b661d5ce,,saspav/santa-submission,
sparrow-e2e5c1,Sparrow 🐦 e2e5c1,https://www.kaggle.com/code/ngyzly/sparrow-e2e5c1,true,python,notebook,notebooks/sparrow-e2e5c1/sparrow-e2e5c1.ipynb,7151156b6c700bb4ab1b583bd9657d7cd8b9af97326db0e535fa9b4eb9d0c4ca,7c0a1a6cf74331bb2dd6847992f685120efdaa50ae4c174d2ee12f20c0b3f091,,saspav/santa-submission;ngyzly/merging,
squeezing-bbox-solution-old-one-simple-fix,Squeezing bbox solution + old one simple fix,https://www.kaggle.com/code/ngyzly/squeezing-bbox-solution-old-one-simple-fix,true,python,notebook,notebooks/squeezing-bbox-solution-old-one-simple-fix/squeezing-bbox-solution-old-one-simple-fix.ipynb,2a0a558ccbe974bd1bf3ee0b5aa0cf8abd552dc665b59f957fe29f62e60539a7,642324329d54beb1b36345fc0e78705522aea85ee47845c902a9573bd41e5a68,,aikhmelnytskyy/manual-tree-shifter-and-checker-sa;ngyzly/merging,
team-optimization-blend,Team Optimization Blend,https://www.kaggle.com/code/ngyzly/team-optimization-blend,true,python,notebook,notebooks/team-optimization-blend/team-optimization-blend.ipynb,b848e4ebcf52e06fb37477604755a6bbb6e3afbc63202049447da2df99a95ab3,dea23f13607336252dce017a61bfa5a5f1a67743ded166c6179d5a1603651d9a,,artemevstafyev/tree-layout-from-image;chistyakov/shake-shake-shake;zhangtengfei02/a-super-simple-improvement-strategy;hossam82/santa-inside-box;datafad/bbox-basic;nicupetridean/fast-simulated-annealing-cpp-version;chistyakov/simple-fix-rebuild-large-layout-from-corners;opencv411/final-final-final-try;datafad/do-we-want-bronze-filled-with-last-24hr-submits;jazivxt/eazy-optimizer;jazivxt/teamwork-dreamwork;;jazivxt/team-optimization-template;jazivxt/why-not;saspav/santa-submission;datafad/fork-of-the-fork;;ngyzly/merging,
the-boxes-shrunk,The Boxes Shrunk,https://www.kaggle.com/code/ngyzly/the-boxes-shrunk,true,python,notebook,notebooks/the-boxes-shrunk/the-boxes-shrunk.ipynb,1d8222f2af9fb5d00efafd7cd3ac1f2a0de1cb9ca246c82bf7fe5cda4cfd33dd,9df442f6a64275bfbb17f6295fb7dbef22cbda9f485bc05e79abee6f2492dea6,,opencv411/a-new-try-santa;datafad/almost-christmas;opencv411/santa-final-sub;yongsukprasertsuk/santa2025-bbox-optimization;smartmanoj/santa-claude;saspav/santa-submission;opencv411/santa-final-final-sub;,
the-boxes-shrunk-943b50,The Boxes Shrunk 943b50,https://www.kaggle.com/code/ngyzly/the-boxes-shrunk-943b50,true,python,notebook,notebooks/the-boxes-shrunk-943b50/the-boxes-shrunk-943b50.ipynb,1c0ed4205df1b3f61548aeccca3686bf04417024478fc1068507905ed6c29ba4,82f6b6acaaac7699666d96e23ff5baa3ba817f241bf48edb436c9587af0b6cc3,,opencv411/a-new-try-santa;opencv411/santa-final-sub;opencv411/santa-final-final-sub;opencv411/final-final-final-try;datafad/almost-christmas;smartmanoj/santa-claude;yongsukprasertsuk/santa2025-bbox-optimization;saspav/santa-submission;abhishekgodara/santa-s-tree-packing-score;ngyzly/merging,
the-boxes-shrunk-d7c3cd,The Boxes Shrunk d7c3cd,https://www.kaggle.com/code/ngyzly/the-boxes-shrunk-d7c3cd,true,python,notebook,notebooks/the-boxes-shrunk-d7c3cd/the-boxes-shrunk-d7c3cd.ipynb,672333194ca52b30ff89a28b92ec5af348ba9ebb042b2d39e00f10943872cde5,6009a5fe360ddb8876fb475abc7e7588a51e057b05fa8400926511483810dceb,,opencv411/a-new-try-santa;opencv411/santa-final-sub;opencv411/santa-final-final-sub;opencv411/final-final-final-try;datafad/almost-christmas;smartmanoj/santa-claude;yongsukprasertsuk/santa2025-bbox-optimization;chistyakov/new-simple-fix-rebuild-large-layout-general;samyakrajbayar/santa-try-2;jazivxt/why-not;samyakrajbayar/why-not-2;abhishekgodara/santa-s-tree-packing-score;jazivxt/eazy-optimizer;saspav/santa-submission;ngyzly/new-simple-fix-rebuild-large-layout-general;ngyzly/merging,
why-not,Why Not,https://www.kaggle.com/code/ngyzly/why-not,true,python,notebook,notebooks/why-not/why-not.ipynb,464be8af65aee027d8ec4582be0b075c7a48e684acab497ff2123b14e871a19e,8aebe97e59e8a2419b6db3bd15f1cb8ebfd394eaaec182f71eaad683802e56ad,native/notebook_exports/why-not/bbox3.cpp,jazivxt/team-optimization-blend;ngyzly/merging,
why-not-fbb368,Why Not fbb368,https://www.kaggle.com/code/ngyzly/why-not-fbb368,true,python,notebook,notebooks/why-not-fbb368/why-not-fbb368.ipynb,5b177d738cffe2dbc25a61f48fbd09a54e2f4430f395a4c5149e43b99e9e1ab9,d33ecb16db5b101bc4c9a0a92d487125d856af1ad002cb3463ff1eb5e53d60bc,,,;jazivxt/bucket-of-chump
why-not-fbb368-377202,Why Not fbb368 377202,https://www.kaggle.com/code/ngyzly/why-not-fbb368-377202,true,python,notebook,notebooks/why-not-fbb368-377202/why-not-fbb368-377202.ipynb,eacc65d6d89c0f9f4e3674c7e2d960db53fb1c02ecfe645dbe5fabb67d51f465,ea966333ad5ff40f9eba00ecfc8d884f29d8283f9e72e0d3e8781bcdf0016e15,,,;;;;;;;jazivxt/bucket-of-chump
